GR,NPHI,RHOB,DT,VCL,PHIE,FACIES_2010_New
88.209198,0.273000002,2.101000071,201.6141968,0.177300006,0.268700004,1
80.79070282,0.240999997,2.076999903,191.7243042,0.096000001,0.292499989,1
76.44599915,0.231999993,2.046000004,186.5523071,0.065399997,0.300999999,1
74.99520111,0.238999993,2.066999912,193.8370056,0.063299999,0.30250001,1
75.02449799,0.241999999,2.082999945,205.9640045,0.064599998,0.296999991,1
75.16419983,0.245000005,2.098999977,217,0.066,0.290899992,1
76.25270081,0.244000003,2.117000103,223.4633026,0.066,0.290499985,1
75.33370209,0.252000004,2.082000017,225.3650055,0.0876,0.298099995,1
75.73400116,0.280000001,2.078999996,224.9452972,0.048900001,0.301800013,1
74.35279846,0.237000004,2.078000069,224.2561951,0.074100003,0.302899987,1
74.14649963,0.247999996,2.085500002,223.286499,0.059,0.298999995,1
73.04779816,0.259000003,2.092999935,227.261795,0.045299999,0.303600013,1
71.93769836,0.238000006,2.055000067,230.6562958,0.0528,0.307500005,1
73.05770111,0.236000001,2.055999994,233.0142975,0.0396,0.306400001,1
74.14929962,0.270999998,2.101000071,230.5704956,0.065899998,0.303600013,1
76.41400147,0.287499994,2.107500076,228.3135071,0.074000001,0.300700009,1
77.63400269,0.30399999,2.114000082,226.4817963,0.082500003,0.297699988,1
78.6949997,0.333000004,2.176000118,225.5243073,0.092100002,0.29460001,1
79.81629944,0.324000001,2.154000044,227.995697,0.0977,0.291500002,1
80.54669952,0.289999992,2.111000061,232.1912994,0.109099999,0.294999987,1
81.77349854,0.287000001,2.086999893,236.1725006,0.109899998,0.297199994,1
83.27749634,0.291999996,2.087500095,237.3845062,0.129700005,0.297899991,1
85.61979675,0.296999991,2.088000059,236.5444946,0.151500002,0.295399994,1
87.41230011,0.293000013,2.073999882,234.8190002,0.180199996,0.2949,1
87.87129974,0.280999988,2.052999973,234.4427033,0.186700001,0.292699993,1
87.32820129,0.263999999,2.071000099,235.6392059,0.166199997,0.288300008,1
86.46649933,0.252000004,2.083499908,238.0894928,0.161899999,0.280200005,1
86.62449646,0.239999995,2.095999956,239.188797,0.157600001,0.273499996,1
86.91429901,0.261999995,2.117000103,237.4600067,0.171499997,0.270099998,1
88.85399628,0.246999994,2.099999905,234.1967011,0.171499997,0.268400013,1
91.83000183,0.252999991,2.085000038,228.4980011,0.228200004,0.254500002,1
94.91079712,0.26699999,2.163000107,225.1717987,0.294699997,0.231600002,1
96.57849884,0.271499991,2.230000019,222.9244995,0.299899995,0.201900005,1
95.9838028,0.275999993,2.296999931,224.4857941,0.305299997,0.186100006,1
94.0019989,0.257999986,2.298000097,224.6580048,0.266000003,0.190799996,1
92.53669739,0.230000004,2.203999996,223.8383026,0.211400002,0.2051,1
92.27220154,0.202000007,2.150000095,221.9721985,0.236699998,0.209600002,1
93.6875,0.197999999,2.207000017,221.9075012,0.254000008,0.193000004,1
94.69850159,0.194000006,2.263999939,219.7772064,0.272199988,0.119400002,1
97.04499817,0.241999999,2.421999931,213.5462952,1,0.055100001,1
99.38999939,0.254999995,2.35800004,207.7106934,1,0.0581,1
104.4287033,0.272000015,2.244999886,204.5942993,0.401800007,0.089299999,1
107.3785019,0.316000015,2.155999899,205.774704,0.630200028,0.132100001,1
109.5764999,0.296000004,2.223500013,206.7559967,0.597299993,0.115099996,1
107.8992004,0.275999993,2.290999889,207.8957062,0.565900028,0.126399994,1
103.928299,0.240999997,2.286999941,205.5733032,0.488000006,0.148699999,1
98.23500061,0.25,2.214999914,204.1143036,0.318800002,0.172399998,1
93.94599915,0.225999996,2.250999928,204.0603027,0.221900001,0.129899994,1
92.28569794,0.245000005,2.335999966,206.8298035,1,0.0647,1
92.68299866,0.232999995,2.335999966,208.0975037,1,0,2
93.4437027,0.221000001,2.335999966,204.616806,1,0.055,1
95.07969666,0.252999991,2.328000069,203.3567047,0.274500012,0.055,1
97.51000214,0.259999991,2.345999956,205.3643036,1,0.055,1
99.73049927,0.219999999,2.381000042,210.800705,1,0,2
101.6894989,0.238000006,2.375999928,213.9519959,1,0,2
104.2405014,0.256000012,2.371000052,218.1027069,1,0,2
108.3712997,0.268000007,2.380000114,221.0397034,1,0,2
113.0090027,0.254999995,2.414000034,222.0832977,1,0,2
116.5317001,0.261999995,2.433000088,216.0420075,1,0,2
117.9923019,0.231999993,2.461999893,210.7474976,1,0,2
118.4639969,0.213499993,2.463000059,206.8795013,1,0,2
121.4042969,0.194999993,2.463999987,206.1152039,1,0,2
126.5940018,0.219999999,2.479000092,206.9873047,1,0,2
132.5796967,0.209000006,2.536000013,209.9503021,1,0,2
135.0986939,0.219999999,2.53399992,209.0511932,1,0,2
134.5099945,0.240500003,2.529500008,203.4705048,1,0,2
132.2583008,0.261000007,2.525000095,210.0162048,1,0,2
128.6632996,0.245000005,2.492000103,212.5563049,1,0,2
126.9213028,0.275000006,2.417000055,215.8887024,1,0,2
125.9810028,0.296000004,2.299999952,200.8390045,1.121399999,0,2
127.5397034,0.312999994,2.286000013,196.7655029,1.123700023,0,2
128.401001,0.332500011,2.310499907,198.8704987,1.144799948,0,2
129.1127014,0.351999998,2.335000038,209.6472015,1,0,2
128.6589966,0.284999996,2.387000084,227.5377045,1,0,2
128.647995,0.266000003,2.428999901,231.5623016,1,0,2
128.5130005,0.275999993,2.388999939,226.7725067,1,0,2
128.9069977,0.264499992,2.342000008,206.6354981,1,0,2
130.5670013,0.252999991,2.295000076,197.7362061,1.141800046,0,2
133.780304,0.307000011,2.316999912,194.4062958,1.251199961,0,2
135.4087067,0.386999995,2.368999958,199.7993012,1,0,2
133.5780029,0.289999992,2.394000053,205.0003052,1,0,2
129.7801971,0.259000003,2.426000118,213.4953003,1,0,2
127.1535034,0.314999998,2.423500061,222.1309967,1,0,2
124.9974976,0.370999992,2.421000004,230.123703,1,0,2
123.8600006,0.460999996,2.394999981,235.0312958,1,0,2
124.7710037,0.507000029,2.38199997,232.201294,1,0,2
129.5180054,0.370000005,2.41899991,227.1880035,1,0,2
135.142807,0.280999988,2.464999914,219.6992035,1,0,2
140.6154938,0.277500004,2.457499981,214.387497,1,0,2
141.8587952,0.273999989,2.450000048,208.8041992,1,0,2
143.4082947,0.314999998,2.407999992,207.3800049,1,0,2
