Gamma,Porosity,Fluvialfacies
87.957245,0.119868,0
87.584244,0.120884,0
85.861465,0.117635,0
94.288017,0.108491,0
104.73172,0.109312,0
92.593231,0.124022,0
75.966591,0.128741,0
83.171539,0.118693,0
95.112961,0.114095,0
92.343498,0.118196,0
86.650299,0.120321,0
87.956139,0.118381,0
90.65303,0.119993,0
84.630013,0.132923,0
76.873924,0.130023,0
75.949142,0.118007,0
76.382057,0.123596,0
77.297394,0.128665,0
78.308601,0.124738,0
87.184135,0.115379,0
97.622673,0.116719,0
84.418877,0.135577,0
66.516228,0.139562,0
77.747391,0.122087,0
94.768822,0.112985,0
94.977112,0.114403,0
91.843834,0.11643,0
90.791718,0.11725,0
90.153229,0.119375,0
86.407066,0.123305,0
82.043259,0.125285,0
82.319984,0.12457,0
83.519005,0.122482,0
86.629692,0.119283,0
90.120316,0.11947,0
86.241661,0.12394,0
80.898376,0.140086,0
76.98101,0.14649,0
73.347031,0.133847,0
79.1875,0.124529,0
86.910995,0.120343,0
87.65126,0.120298,0
87.003632,0.120972,0
86.261986,0.1217,0
85.501663,0.121583,0
78.482864,0.122566,0
70.220207,0.141753,0
69.778183,0.146978,0
70.890488,0.128743,0
83.188164,0.116618,0
97.7089,0.112113,0
93.835747,0.117639,0
86.306862,0.122285,0
84.248116,0.123754,0
83.27655,0.123014,0
85.774109,0.120259,0
88.961143,0.118426,0
89.556763,0.118098,0
89.637344,0.118297,0
89.14727,0.118827,0
88.543793,0.120724,0
85.23259,0.124193,0
81.38324,0.122149,0
89.45047,0.113183,0
99.886101,0.109714,0
96.611481,0.114208,0
90.611984,0.1181,0
88.578606,0.119689,0
87.333488,0.121752,0
84.320992,0.124842,0
80.95723,0.125183,0
83.617661,0.122024,0
87.475395,0.120161,0
87.46212,0.120547,0
86.679497,0.119591,0
89.434692,0.11658,0
92.893021,0.116749,0
89.086296,0.121138,0
83.835655,0.120164,0
91.095985,0.111922,0
100.84284,0.108933,0
97.26535,0.113683,0
91.039673,0.121395,0
81.352669,0.139597,0
70.977737,0.151864,0
75.686966,0.138923,0
83.394135,0.123469,0
87.930481,0.117821,0
91.836632,0.113231,0
97.403595,0.107675,0
103.30064,0.104959,0
103.00855,0.105838,0
101.48638,0.107113,0
100.37789,0.108147,0
99.351624,0.113376,0
89.586296,0.141897,0
78.084091,0.161381,0
75.338783,0.150896,0
74.333878,0.1363,0
81.19326,0.122982,0
89.615662,0.119325,0
87.046951,0.122873,0
82.293785,0.122959,0
86.869606,0.117626,0
